geneID,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
A1BG,5.482206963019222,2.079194978631243,0.47101185998823,4.414315551806274,1.0133006701e-05,2.9588062165e-05
A1CF,0.40709387824713,0.322791515161625,0.993071108496882,0.325043707746371,0.745147992172318,0.806627136158666
A2M,39797.44768724712,1.075239722796659,0.140465327826877,7.654840802577877,1.9e-14,1.48e-13
A2ML1,342.5298480318007,-7.654741427648746,0.495227441363692,-15.457021942423312,6.76548545126098e-54,5.83961623857915e-52
A3GALT2,3.354717830611134,0.669861114909687,0.385167551727358,1.739142126343627,0.082009766294394,0.123425095478905
A4GALT,6221.0950139065035,-0.038993352185708,0.137200342601762,-0.284207396616274,0.77625144741365,0.831175740040208
A4GNT,0.132676701046332,-0.273165369724102,1.351395184062482,-0.202135817076785,0.83981054777851,0.880917511690252
AAAS,2921.8693330367,0.299863328696058,0.089254194011845,3.359655330664481,0.0007803976711,0.001730051626634
AACS,3464.3387505990386,-0.577256305474468,0.129645232237044,-4.452584144544615,8.484297479e-06,2.5024717956e-05
AADAC,2.772432733398695,3.69848432405858,0.713702058684393,5.18211245022356,2.19386875e-07,7.91916534e-07
AADACL2,0.228437004229291,0.212259937282057,1.812883676398962,0.117084146128825,0.906793372876286,0.932450258888394
AADACL3,0.398219756625539,1.193710387134883,1.268366485400592,0.941139962995687,0.346633138412866,0.434170522846454
AADACL4,2.012626519339661,2.9679998345394,0.607995516959134,4.881614669436608,1.052207087e-06,3.482575701e-06
AADAT,137.94258605869027,0.668386777712419,0.180346414049239,3.706127350721454,0.00021045250826,0.000509502215817
AAGAB,3627.071019904375,-0.254825730741736,0.088129541320941,-2.891490491408989,0.003834191949178,0.007578951940254
AAK1,4679.991477359334,-0.140592414107602,0.068325813811473,-2.057676392930047,0.039621207966443,0.064201095196103
AAMDC,1473.6392110682484,-0.746107340328388,0.087414019341772,-8.535328153842803,1.39758188363698e-17,1.44517563164326e-16
AAMP,5933.153977391126,-0.633527107703999,0.095850725414186,-6.609518133184976,3.8557e-11,2.13439e-10
AANAT,26.6609333358593,3.255685038699517,0.265021558460024,12.284604534127402,1.09579558347852e-34,3.59683324971366e-33
AAR2,2839.0616897136374,0.582727711432745,0.06829911125857,8.53199552226428,1.43844625379806e-17,1.48578348785657e-16
AARD,8.157963548269715,-2.088550316011206,0.362303911319952,-5.764636402632702,8.183407e-09,3.5049722e-08
AARS1,8990.154738495135,-0.162032205030442,0.076524972785342,-2.117376839648845,0.034227878206904,0.05614998339547
AARS2,1261.5158585473853,0.43739008516706,0.074918438305873,5.838216800266304,5.276247e-09,2.3048349e-08
AARSD1,56.9888829140931,0.714298620957471,0.184696681844663,3.867414475579068,0.000109995386124,0.000277729412092
AASDH,665.536417817373,0.37148067166147,0.098183533299192,3.783533339846971,0.000154617602125,0.000381762756459
AASDHPPT,2423.008902705131,0.167475576139641,0.090079366322284,1.859200202857224,0.062998766086975,0.097521504062235
AASS,2721.1894091833115,-0.690587988604666,0.132374057915647,-5.216943557360235,1.81899658e-07,6.62758887e-07
AATF,2538.1993529418864,0.085545744222535,0.066029086735425,1.295576668587158,0.195121371592071,0.264801488714702
AATK,579.2994177977373,0.324174844888696,0.184459330122895,1.757432625786492,0.078844096346573,0.119228593745276
ABAT,857.6543608670124,-0.753994633950423,0.135816345488918,-5.551575042283463,2.8310714e-08,1.142231e-07
ABCA1,4690.197075494543,0.790357333232539,0.18529503917317,4.265399315379935,1.9954498725e-05,5.6215121521e-05
ABCA10,172.77703004426294,-0.852748567275166,0.230754469862,-3.695480168965491,0.000219471611343,0.000529892349375
ABCA12,35.94995390369851,-2.971427524394031,0.427381395654544,-6.952636578490338,3.585e-12,2.2031e-11
ABCA13,2.581267823754771,0.907226734289917,0.614179300614254,1.47713661691721,0.139639019858748,0.197498853455204
ABCA2,2598.5896515083314,0.168136662981267,0.16915252611495,0.993994395726652,0.320225595871308,0.405827146084467
ABCA3,5251.754454196835,0.180701957491431,0.120145404083305,1.504027214941477,0.132574359480808,0.188666236024745
ABCA4,415.15008402655144,1.719463611959595,0.168930305058914,10.178538488756837,2.47246796368111e-24,4.25246242757109e-23
ABCA5,3810.4892524512566,-1.0118685082403,0.170615354151114,-5.930700160456183,3.016456e-09,1.3535213e-08
ABCA6,243.0027202245394,-0.593356988210596,0.259412703200311,-2.28730891313531,0.022177798610936,0.037830089414664
ABCA7,1130.3902039920956,-0.656614023674272,0.147625796567758,-4.447827134147901,8.67432924e-06,2.5565000689e-05
ABCA8,5144.316307658391,0.101738559560788,0.132509512410068,0.767783064856087,0.442616077349683,0.533531657471229
ABCA9,496.6330149004467,0.495998333824481,0.274953681468201,1.803934143292587,0.071241631675197,0.10875534110803
ABCB1,6563.229848765159,-1.775632454832822,0.237945442622002,-7.462351181289795,8.5e-14,6.18e-13
ABCB10,825.7957863602855,-0.160481544325056,0.080207781263906,-2.000822635861565,0.045411507130385,0.072661529260118
ABCB11,5.93963104222733,1.304336063254774,0.369118208552663,3.533654078917328,0.000409857118082,0.000949239268264
ABCB4,119.78422925910077,0.08850790466761,0.184498801052851,0.479720757872332,0.63142596565696,0.709944862122082
ABCB5,3.637788160467099,1.98546376697956,0.660377918211938,3.006556870277356,0.002642246243106,0.005361562794565
ABCB6,89.78281467926544,-0.207804022895621,0.163293432026854,-1.272580411326324,0.203166973299804,0.274516851224373
ABCB7,1304.9053829883203,-0.192996523234461,0.0646932663464,-2.983255200024416,0.00285200082214,0.005749643525949
ABCB8,1705.058958849604,-0.067489679514517,0.105583140077626,-0.639208868621427,0.522687063478066,0.611392032843031
ABCB9,253.5057765242378,0.329703703219592,0.127071367494895,2.59463409987177,0.009469166640006,0.017367746466924
ABCC1,2593.927291085629,-1.979976773741875,0.1577939907255,-12.547859171559066,4.08402729520021e-36,1.41792560319763e-34
ABCC10,1634.4203457225349,0.04947514943403,0.091021714836634,0.543553255647051,0.58674893396909,0.670344207667119
ABCC11,25.886189331641663,-1.207257217562385,0.216592437671836,-5.573865969372045,2.4914745e-08,1.01266733e-07
ABCC12,0.847976277521709,0.09060706759944,0.532138571707844,0.170269686162095,0.864798050060424,0.899741415761765
ABCC2,67.28815876059222,0.659208420836323,0.166317937362038,3.963543748148878,7.3845323413e-05,0.000190979637913
ABCC3,134.07402304817717,0.487466937773567,0.204455528572802,2.384219889656795,0.017115372167756,0.029861407326936
ABCC4,1216.3632472669854,-0.920438837312764,0.210287900707588,-4.377041352429806,1.2030115693e-05,3.4827558538e-05
ABCC5,1417.0160649498478,0.088372195682227,0.103821549274272,0.851193189660153,0.394662045307744,0.483861325226381
ABCC6,117.99001621597776,-1.637264030706812,0.326645931142392,-5.012350911522896,5.37690325e-07,1.847530117e-06
ABCC8,36.79529253319739,3.270020556690635,0.426609875201719,7.665130946967492,1.8e-14,1.38e-13
ABCC9,10203.540689120275,4.720854848177528,0.222433754522419,21.22364412862402,5.77685374909739e-100,4.14244851146814e-97
ABCD1,761.3165687901505,-0.118162149854688,0.141752997725604,-0.833577784953927,0.4045189483365,0.494126401938393
ABCD2,24.871318339243313,-0.537210393738873,0.299778374648409,-1.792025173159783,0.073128933728558,0.111362888216551
ABCD3,6104.785474902266,-1.262792354076823,0.099450075901562,-12.697751536426793,6.0853013917891e-37,2.21590545211945e-35
ABCD4,2087.245432554707,-0.256930141782096,0.081377764910231,-3.157252378036187,0.001592634387011,0.00334985057665
